folioviv,foliohog,ubica_geo,tam_loc,factor,clase_hog,sexo_jefe,edad_jefe,educa_jefe,tot_integ,ing_cor
2460479421,1,24021,4,318,2,1,72,03,2,22625.17
2460479422,1,24021,4,318,3,1,80,03,7,41234.85
2460479423,1,24021,4,318,2,1,35,06,3,26349.31
2460479424,1,24021,4,318,2,1,57,06,3,35146.91
2460479806,1,24021,4,318,2,1,40,06,5,30361.08
2460479807,1,24021,4,318,2,1,61,03,2,22990.64
2460479809,1,24021,4,318,3,1,48,06,8,39137.36
2460479810,1,24021,4,318,2,2,68,03,2,31354.57
2460479901,1,24021,4,318,2,1,38,06,5,19758.63
2460479902,1,24021,4,318,1,1,88,01,1,12741.63
2460479903,1,24021,4,318,1,2,95,01,1,8685.68
2460479904,1,24021,4,318,2,1,56,04,5,49755.37
2460479905,1,24021,4,318,2,1,67,06,3,66742.31
2460479905,2,24021,4,318,2,1,31,06,4,32029.31
2460480212,1,24021,4,389,3,1,47,06,5,58071.07999999999
2460480213,1,24021,4,389,1,2,73,04,1,18760.38000000001
2460480214,1,24021,4,389,2,1,35,04,6,35717.74000000001
2460480215,1,24021,4,389,2,1,36,03,4,37927.96
2460480216,1,24021,4,389,2,1,42,04,5,43297.75
2460480221,1,24021,4,389,2,1,42,06,3,19962.3
2460480222,1,24021,4,389,2,1,52,07,5,65170.96
2460480223,1,24021,4,389,2,1,60,01,6,121431.81
2460480224,1,24021,4,389,1,1,52,01,1,6814.76
2460480225,1,24021,4,389,2,1,44,03,5,83865.21999999999
2460480226,1,24021,4,389,3,2,62,04,7,116509.93
2460480517,1,24021,4,389,2,2,66,03,2,17324.39
2460480518,1,24021,4,389,1,1,58,03,1,19998.31
2460480519,1,24021,4,389,2,1,38,06,5,54703.96
2460480520,1,24021,4,389,2,1,62,03,4,60595.33
2460480520,2,24021,4,389,2,1,27,06,6,21301.61
2460480601,1,24021,4,389,3,2,80,03,4,48782.07
2460480602,1,24021,4,389,2,1,31,08,5,69197.17000000001
2460480603,1,24021,4,389,2,1,35,08,5,56187.5
2460480604,1,24021,4,389,2,1,29,08,3,29734.41
2460480605,1,24021,4,389,2,1,37,04,6,56655.73
2460480606,1,24021,4,389,2,1,27,06,5,40817.82
2460480707,1,24021,4,389,3,1,54,03,5,55819.64
2460480708,1,24021,4,389,3,1,67,06,4,67327.82999999999
2460480709,1,24021,4,389,2,1,40,06,5,44911.46
2460480710,1,24021,4,389,2,1,49,04,5,102027.48
2460480711,1,24021,4,389,2,1,29,06,4,34217.19
2460486301,1,24021,4,324,2,1,32,06,3,24245.07
2460486302,1,24021,4,324,3,1,59,03,4,24888.89
2460486303,1,24021,4,324,3,1,71,03,7,30265.54
2460486304,1,24021,4,324,3,1,56,01,5,32397.76
2460486305,1,24021,4,324,3,2,37,06,6,10320.32
2460486306,1,24021,4,324,2,2,52,04,5,51450.44
2460486417,1,24021,4,324,2,1,37,04,4,32048.24
2460486418,1,24021,4,324,3,2,75,03,5,36718.21
2460486419,1,24021,4,324,2,1,28,04,3,21714.04
2460486421,1,24021,4,324,2,1,60,04,3,21349.74
2460486422,1,24021,4,324,2,2,77,03,2,27120.05
2460486812,1,24021,4,324,2,1,55,04,3,42220.75
2460486812,2,24021,4,324,2,1,29,08,4,17136.68
2460486814,1,24021,4,324,2,1,75,03,3,35658.29
2460486815,1,24021,4,324,2,1,43,06,3,54190.25
2460486816,1,24021,4,324,2,1,35,06,5,42200.98
2460486907,1,24021,4,324,1,2,78,01,1,21195.4
2460486908,1,24021,4,324,3,1,54,01,7,52215.09999999999
2460486909,1,24021,4,324,2,1,46,06,5,64892.52
2460486910,1,24021,4,324,3,1,52,04,8,65097.54000000001
2460486911,1,24021,4,324,3,2,62,04,9,64099.7
2460498001,1,24022,4,176,3,2,49,06,6,36639.64
2460498002,1,24022,4,176,3,1,44,03,7,25712.46
2460498003,1,24022,4,176,2,1,49,03,6,19280.4
2460498004,1,24022,4,176,3,1,54,03,9,48172.21000000001
2460498005,1,24022,4,176,3,2,49,06,4,18995.59
2460498006,1,24022,4,176,3,2,36,03,5,31704.3
2460498219,1,24022,4,176,2,1,68,03,2,15864.78
2460498221,1,24022,4,176,2,1,50,01,3,28999.28
2460498223,1,24022,4,176,2,1,68,01,2,15412.94
2460498224,1,24022,4,176,2,1,30,04,4,14578.68
2460498225,1,24022,4,176,2,1,63,01,4,18376.58
2460498226,1,24022,4,176,3,1,64,03,5,23870.7
2460498228,1,24022,4,176,2,1,64,04,2,10015.14
2460498229,1,24022,4,176,3,1,59,01,6,46287.15
2460498607,1,24022,4,176,2,1,62,01,2,20912.44
2460498608,1,24022,4,176,2,1,47,06,4,25770.47
2460498609,1,24022,4,176,2,1,64,03,3,36442.59
2460498609,2,24022,4,176,2,1,23,06,2,16191.75
2460498610,1,24022,4,176,2,1,97,01,2,18179.09
2460498611,1,24022,4,176,2,1,77,01,2,24367.33
2460498712,1,24022,4,176,3,1,66,01,6,10541.77
2460498713,1,24022,4,176,3,1,87,01,4,21287.19
2460498714,1,24022,4,176,3,1,44,06,6,17645.88
2460498715,1,24022,4,176,2,2,62,01,3,8186.549999999999
2460498716,1,24022,4,176,2,1,49,04,5,7642.61
2460498717,1,24022,4,176,2,2,69,04,2,10818.66
2460498718,1,24022,4,176,3,2,56,01,8,8458
2460540306,1,24024,4,222,2,1,56,03,2,10677.57
2460540307,1,24024,4,222,2,1,45,05,8,63220.10000000001
2460540308,1,24024,4,222,1,2,100,01,1,3486.37
2460540309,1,24024,4,222,2,1,76,03,2,29798.29
2460540310,1,24024,4,222,1,2,75,01,1,5262.04
2460540311,1,24024,4,222,1,2,76,04,1,10922
2460540323,1,24024,4,222,2,1,62,03,2,8101.43
2460540324,1,24024,4,222,3,1,64,01,4,11459.08
2460540325,1,24024,4,222,2,1,33,06,5,8899.26
2460540326,1,24024,4,222,2,2,33,03,5,44580.54
2460540327,1,24024,4,222,2,1,59,06,4,11949.73
2460540502,1,24024,4,222,1,1,78,01,1,22564.98
2460540503,1,24024,4,222,1,1,76,03,1,16768.98
2460540504,1,24024,4,222,2,2,67,06,2,18250.99
2460540505,1,24024,4,222,2,1,76,03,2,25756.75
2460540818,1,24024,4,222,2,1,54,04,2,53476.71
2460540819,1,24024,4,222,3,1,66,03,7,48479.19
2460540820,1,24024,4,222,2,2,45,03,3,20439.32
2460540821,1,24024,4,222,2,1,70,03,3,86638.48999999999
2460540821,2,24024,4,222,2,1,27,07,3,18914.25
2460540822,1,24024,4,222,2,1,30,06,5,30580.29
2460540912,1,24024,4,222,3,2,53,04,6,38174.7
2460540913,1,24024,4,222,2,1,75,01,3,18948.17
2460540914,1,24024,4,222,2,1,63,04,2,14288.9
2460540915,1,24024,4,222,2,1,42,06,7,27012.44
2460540916,1,24024,4,222,2,1,27,06,4,24986.76
2460540917,1,24024,4,222,2,1,59,03,5,20802.53
2460542006,1,24024,4,257,2,1,35,06,3,25706.43
2460542007,1,24024,4,257,3,1,44,04,8,47435.58
2460542008,1,24024,4,257,1,2,47,06,1,13946.67
2460542009,1,24024,4,257,2,1,40,06,6,60846.01
2460542401,1,24024,4,257,2,1,45,03,4,54904.74000000001
2460542402,1,24024,4,257,2,1,24,04,5,49941.44
2460542403,1,24024,4,257,2,1,30,04,3,25507.39
2460542404,1,24024,4,257,2,2,52,03,4,40819.96
2460542405,1,24024,4,257,2,1,58,03,3,22792.67
2460542420,1,24024,4,257,3,1,52,04,7,36464.5
2460542421,1,24024,4,257,3,1,86,01,3,23496.21
2460542421,2,24024,4,257,2,1,21,06,4,17730.95
2460542423,1,24024,4,257,2,1,37,04,4,12404.95
2460542424,1,24024,4,257,2,1,76,03,2,7772.139999999999
2460542610,1,24024,4,257,2,2,39,04,3,16352.63
2460542611,1,24024,4,257,3,1,40,06,10,47705.16
2460542612,1,24024,4,257,3,1,78,01,6,26133.92
2460542613,1,24024,4,257,3,1,60,04,7,53908.91
2460542614,1,24024,4,257,2,1,36,01,4,20851.68
2460542715,1,24024,4,257,2,1,68,04,2,12181.94
2460542716,1,24024,4,257,2,1,83,01,4,33029.49000000001
2460542717,1,24024,4,257,3,1,42,06,6,27574.62
2460542719,1,24024,4,257,2,1,66,03,4,15051.13
2460558201,1,24024,4,257,2,1,38,06,4,32951.13000000001
2460558202,1,24024,4,257,2,2,39,06,5,29198.72
2460558203,1,24024,4,257,3,1,53,04,8,32087.06
2460558204,1,24024,4,257,2,1,39,05,6,33145.58
2460558205,1,24024,4,257,2,1,84,04,3,23222.68
2460558312,1,24024,4,257,2,1,58,04,3,45941.25
2460558314,1,24024,4,257,1,1,89,01,1,8296.58
2460558315,1,24024,4,257,2,1,62,03,3,28332.55
2460558507,1,24024,4,257,1,1,75,03,1,11410.76
2460558509,1,24024,4,257,2,1,61,03,2,64895.61
2460558510,1,24024,4,257,1,1,60,03,1,14750.11
2460558917,1,24024,4,257,3,1,55,01,5,13636.39
2460558918,1,24024,4,257,2,1,80,03,2,21583.88
2460567011,1,24025,4,206,2,1,28,06,3,24055.96999999999
2460567012,1,24025,4,206,2,1,37,08,6,20698.74
2460567014,1,24025,4,206,3,1,55,04,5,27267.19
2460567015,1,24025,4,206,1,2,71,04,1,12098.81
2460567016,1,24025,4,206,2,1,59,04,3,32521.37
2460567407,1,24025,4,206,2,2,41,04,4,17206.78
2460567408,1,24025,4,206,3,2,49,04,7,18868.39
2460567409,1,24025,4,206,2,1,37,03,6,25844.51
2460567410,1,24025,4,206,3,1,54,04,6,35493.11
2460567421,1,24025,4,206,2,1,37,06,6,23775.91
2460567422,1,24025,4,206,3,1,42,06,6,21505.65
2460567423,1,24025,4,206,2,1,30,04,7,10087.82
2460567424,1,24025,4,206,3,1,41,04,7,27554.23
2460567424,2,24025,4,206,2,1,19,06,2,10493.69
2460567425,1,24025,4,206,2,1,44,05,5,18374.24
2460567426,1,24025,4,206,2,1,73,03,2,9472.219999999999
2460567617,1,24025,4,206,2,1,75,03,2,21332.42
2460567618,1,24025,4,206,2,1,37,05,9,18386.03
2460567619,1,24025,4,206,3,1,65,03,6,22073.76
2460567620,1,24025,4,206,2,1,68,03,4,21211.39
2460567620,2,24025,4,206,2,1,18,05,3,18556.02
2460567801,1,24025,4,206,2,1,43,05,3,7927.85
2460567802,1,24025,4,206,2,1,69,04,2,12073.76
2460567804,1,24025,4,206,2,2,41,04,2,49546.2
2460567806,1,24025,4,206,3,2,50,04,5,19524.57
2460603205,1,24028,4,300,2,1,39,06,4,26227.66
2460603206,1,24028,4,300,3,1,73,01,5,12126.62
2460603207,1,24028,4,300,2,1,40,06,4,18774.71
2460603208,1,24028,4,300,1,2,98,01,1,6515.400000000001
2460603218,1,24028,4,300,2,1,65,03,4,37073.04
2460603219,1,24028,4,300,2,1,49,03,3,11107.63
2460603220,1,24028,4,300,2,2,25,06,3,25692.74
2460603221,1,24028,4,300,2,1,67,04,4,33395.74000000001
2460603314,1,24028,4,300,2,1,32,04,4,16420.21
2460603315,1,24028,4,300,2,1,45,03,6,35542.31
2460603316,1,24028,4,300,2,2,42,03,4,97021.79999999999
2460603510,1,24028,4,300,3,2,65,03,6,31253.19
2460603511,1,24028,4,300,3,2,88,03,5,21701.59
2460603512,1,24028,4,300,3,2,41,04,6,21344.88
2460603513,1,24028,4,300,3,2,76,03,3,48449.56
2460603701,1,24028,4,300,3,2,47,03,7,23690.13
2460603702,1,24028,4,300,3,1,57,01,5,31089.96
2460603703,1,24028,4,300,2,2,32,06,3,30059.01
2460603704,1,24028,4,300,2,1,36,03,4,31632.83
2460652015,1,24031,4,300,2,1,36,04,7,13386.35
2460652016,1,24031,4,300,2,2,30,04,6,9929.950000000001
2460652017,1,24031,4,300,2,2,41,04,5,24988.55
2460652018,1,24031,4,300,3,2,48,03,5,26530.1
2460652019,1,24031,4,300,1,1,87,03,1,10460.28
2460652411,1,24031,4,300,2,1,39,04,3,15391.09
2460652413,1,24031,4,300,2,1,59,01,3,13202.98
2460652414,1,24031,4,300,2,1,50,03,3,7224.3
2460652420,1,24031,4,300,3,1,32,04,6,11366.27
2460652421,1,24031,4,300,3,1,56,01,6,12976.7
2460652422,1,24031,4,300,2,1,34,04,4,5041.490000000001
2460652423,1,24031,4,300,2,1,37,03,6,9898.549999999999
2460652807,1,24031,4,300,3,2,62,01,3,11450.62
2460652808,1,24031,4,300,2,1,28,08,4,51245.2
2460652809,1,24031,4,300,2,1,38,05,3,7872.77
2460652810,1,24031,4,300,2,2,55,01,2,46056.69
2460652901,1,24031,4,300,3,1,62,01,7,21380.44
2460652902,1,24031,4,300,3,2,72,01,2,12434.84
2460652903,1,24031,4,300,2,1,24,03,3,14522.21
2460652904,1,24031,4,300,4,2,46,03,5,12644.64
2460652905,1,24031,4,300,3,2,68,01,6,13383.21
2460652906,1,24031,4,300,2,1,30,08,3,23622.23
2460670301,1,24032,4,348,2,1,34,04,4,37036.8
2460670303,1,24032,4,348,3,2,80,01,2,30539.52
2460670304,1,24032,4,348,2,2,75,03,5,34706.14999999999
2460670305,1,24032,4,348,2,2,62,03,2,14285.65
2460670321,1,24032,4,348,1,1,61,04,1,21241.12
2460670322,1,24032,4,348,2,1,60,04,5,59153.26
2460670323,1,24032,4,348,1,2,63,04,1,7630.939999999999
2460670324,1,24032,4,348,1,2,77,03,1,4038
2460670325,1,24032,4,348,2,1,54,04,3,57093.53
2460670416,1,24032,4,348,2,1,65,01,5,28927.95
2460670417,1,24032,4,348,2,1,52,03,5,46178.05
2460670418,1,24032,4,348,2,1,72,03,2,29312.69
2460670811,1,24032,4,348,2,1,44,06,5,26679.14
2460670813,1,24032,4,348,3,1,29,08,4,80349.19
2460670814,1,24032,4,348,3,1,75,03,4,203360.76
2460670815,1,24032,4,348,3,1,65,03,10,52341.87
2460670906,1,24032,4,348,1,2,88,03,1,4983.33
2460670908,1,24032,4,348,2,2,71,03,3,53548.77
2460707001,1,24035,4,436,3,2,48,06,5,58144.16000000001
2460707002,1,24035,4,436,3,2,70,04,2,8809.09
2460707003,1,24035,4,436,2,1,38,03,4,30247.18
2460707004,1,24035,4,436,2,1,47,04,4,27669
2460707005,1,24035,4,436,2,1,31,06,3,13010.07
2460707217,1,24035,4,436,2,1,50,06,2,64242.71999999999
2460707218,1,24035,4,436,3,2,38,03,5,63078.55
2460707219,1,24035,4,436,2,1,23,06,3,38056.69
2460707220,1,24035,4,436,2,1,41,06,5,32070.83
2460707606,1,24035,4,436,2,1,57,04,2,31377.03
2460707607,1,24035,4,436,2,1,39,09,4,31485.21
2460707608,1,24035,4,436,2,2,45,01,3,35734.38
2460707609,1,24035,4,436,2,1,55,04,2,18713.11
2460707711,1,24035,4,436,1,1,83,03,1,13712.64
2460707712,1,24035,4,436,3,1,94,03,3,49453.23
2460707713,1,24035,4,436,3,1,76,01,5,29186.04
2460707714,1,24035,4,436,3,1,48,03,8,121893.37
2460707715,1,24035,4,436,2,1,40,06,3,36300.62
2460707716,1,24035,4,436,1,1,57,06,1,43967.19
2460712306,1,24035,4,429,2,1,56,01,3,27411.81
2460712307,1,24035,4,429,2,1,44,01,4,15808.42
2460712308,1,24035,4,429,1,2,84,03,1,5659.21
2460712309,1,24035,4,429,2,1,57,03,2,16308.54
2460712310,1,24035,4,429,2,1,78,01,2,13174.95
2460712321,1,24035,4,429,2,1,48,04,4,41978.69
2460712322,1,24035,4,429,3,1,68,03,4,74250.34
2460712323,1,24035,4,429,2,2,56,04,3,13795.03
2460712324,1,24035,4,429,2,2,40,06,2,14180.12
2460712325,1,24035,4,429,3,1,56,03,7,74115.42999999999
2460712501,1,24035,4,429,2,1,38,06,5,33786.27
2460712502,1,24035,4,429,2,1,40,06,6,78064.95
2460712503,1,24035,4,429,3,2,63,03,5,37240.17
2460712504,1,24035,4,429,2,2,32,06,5,54408.63
2460712505,1,24035,4,429,2,1,33,05,6,27402.63000000001
2460712816,1,24035,4,429,3,2,59,04,5,41305.12
2460712817,1,24035,4,429,2,1,36,06,4,20941.96
2460712818,1,24035,4,429,3,2,54,03,4,23539.93
2460712819,1,24035,4,429,2,1,48,04,4,27295.07
2460712820,1,24035,4,429,3,2,23,04,5,116640.82
2460712911,1,24035,4,429,3,1,62,03,4,44146.63000000001
2460712913,1,24035,4,429,3,1,53,04,6,60321.22
2460712914,1,24035,4,429,2,1,76,04,2,20507.99
2460712915,1,24035,4,429,2,1,45,04,3,46164.11
2460715211,1,24036,4,218,2,1,41,03,4,16667.86
2460715212,1,24036,4,218,1,1,62,03,1,21978.02
2460715213,1,24036,4,218,3,1,61,03,7,41408.63
2460715214,1,24036,4,218,2,1,58,01,3,18441.87
2460715215,1,24036,4,218,2,2,83,01,2,22131.67
2460715222,1,24036,4,218,2,1,60,01,2,29137.45
2460715223,1,24036,4,218,2,2,21,06,2,25238.8
2460715224,1,24036,4,218,2,1,32,04,6,16791.02
2460715225,1,24036,4,218,2,1,52,02,3,20310.49
2460715226,1,24036,4,218,2,1,78,01,2,14091.74
2460715227,1,24036,4,218,3,2,44,03,5,16104.86
2460715227,2,24036,4,218,2,2,23,06,3,52881.2
2460715516,1,24036,4,218,2,1,43,01,4,12504.81
2460715517,1,24036,4,218,2,1,32,06,5,12604
2460715518,1,24036,4,218,2,1,36,06,5,28338.22
2460715519,1,24036,4,218,2,1,34,03,4,15849.38
2460715520,1,24036,4,218,2,2,34,06,4,35174.92
2460715521,1,24036,4,218,1,2,79,01,1,6879.84
2460715601,1,24036,4,218,3,2,52,04,4,41676.55
2460715602,1,24036,4,218,2,1,34,06,3,51554.51
2460715603,1,24036,4,218,2,1,73,04,3,25724.29
2460715604,1,24036,4,218,2,1,65,03,2,8012.5
2460715605,1,24036,4,218,2,1,27,06,3,25514.07
2460715706,1,24036,4,218,2,1,76,01,3,14007.52
2460715709,1,24036,4,218,2,1,34,04,6,26564.42
2460715710,1,24036,4,218,2,1,29,04,4,12934.42
2460784301,1,24037,4,236,2,1,41,06,3,24068.58
2460784302,1,24037,4,236,2,1,36,06,5,9292.360000000001
2460784303,1,24037,4,236,3,1,61,04,3,9123.110000000001
2460784304,1,24037,4,236,2,1,62,04,2,10893.76
2460784305,1,24037,4,236,2,1,69,01,2,13985.81
2460784321,1,24037,4,236,3,1,68,03,3,18355.17
2460784322,1,24037,4,236,2,1,75,04,3,11951.04
2460784324,1,24037,4,236,2,1,78,03,3,9025.700000000001
2460784325,1,24037,4,236,2,1,74,01,2,10215.83
2460784326,1,24037,4,236,2,1,71,03,2,9624.940000000001
2460784416,1,24037,4,236,2,1,44,06,4,16567.44
2460784417,1,24037,4,236,3,1,60,06,3,13123.67
2460784418,1,24037,4,236,1,1,66,01,1,14435.89
2460784419,1,24037,4,236,2,1,62,04,3,5057.9
2460784420,1,24037,4,236,2,1,62,04,2,3805.74
2460784811,1,24037,4,236,1,2,79,01,1,3674.31
2460784812,1,24037,4,236,2,2,53,03,2,11089.78
2460784813,1,24037,4,236,2,1,49,06,4,34224.57
2460784814,1,24037,4,236,3,1,57,03,4,21668.83
2460784815,1,24037,4,236,1,1,73,03,1,7009.75
2460784906,1,24037,4,236,2,1,71,05,2,9495.610000000001
2460784907,1,24037,4,236,2,1,44,06,4,19228.29
2460784908,1,24037,4,236,3,1,80,03,5,39027.35
2460784910,1,24037,4,236,2,1,39,06,5,14297.89
2460799001,1,24038,4,285,2,1,51,06,4,5306.96
2460799002,1,24038,4,285,2,1,40,08,6,6286.77
2460799003,1,24038,4,285,3,1,62,06,3,9408.77
2460799004,1,24038,4,285,2,1,49,06,3,7958.440000000001
2460799005,1,24038,4,285,2,1,69,04,2,7736.38
2460799006,1,24038,4,285,2,1,68,04,2,7653.230000000001
2460799216,1,24038,4,285,4,1,85,01,3,14076.37
2460799217,1,24038,4,285,2,1,88,01,2,6047.18
2460799218,1,24038,4,285,3,1,67,06,8,15796.88
2460799219,1,24038,4,285,1,1,85,01,1,4558.54
2460799220,1,24038,4,285,3,1,65,03,5,22964.01
2460799607,1,24038,4,285,2,1,37,06,4,8459.01
2460799608,1,24038,4,285,2,1,52,10,6,77483.57999999999
2460799609,1,24038,4,285,2,1,80,10,2,37672.12
2460799711,1,24038,4,285,1,2,78,01,1,12387.83
2460799712,1,24038,4,285,2,1,33,06,6,17193.41
2460799713,1,24038,4,285,1,1,80,03,1,15356.12
2460799714,1,24038,4,285,1,1,61,03,1,12158.66
2460799715,1,24038,4,285,2,1,70,04,2,9993.33
2460835306,1,24040,4,202,2,2,37,03,4,7174.419999999999
2460835307,1,24040,4,202,2,1,31,06,5,11806.16
2460835308,1,24040,4,202,2,2,30,04,3,12417.57
2460835309,1,24040,4,202,2,1,72,03,4,5937.89
2460835310,1,24040,4,202,2,1,40,05,5,13302.89
2460835321,1,24040,4,202,2,1,52,04,7,18895.23
2460835322,1,24040,4,202,2,1,61,01,2,8900.630000000001
2460835323,1,24040,4,202,2,1,49,06,4,9598.540000000001
2460835324,1,24040,4,202,2,1,43,06,4,16680.51
2460835325,1,24040,4,202,2,2,27,06,2,8975.139999999999
2460835501,1,24040,4,202,3,1,57,06,3,8630.299999999999
2460835502,1,24040,4,202,2,1,57,06,3,23806.65
2460835503,1,24040,4,202,2,1,86,01,5,7203.97
2460835504,1,24040,4,202,2,2,79,01,2,5766.01
2460835505,1,24040,4,202,2,1,69,03,2,19392.89
2460835816,1,24040,4,202,2,1,58,04,4,17832.76
2460835817,1,24040,4,202,3,2,61,01,6,21767.19
2460835818,1,24040,4,202,2,1,40,06,5,19249.15
2460835819,1,24040,4,202,2,1,53,06,2,6886.22
2460835820,1,24040,4,202,2,1,44,06,5,15654.07
2460835911,1,24040,4,202,2,1,58,08,5,17357.01
2460835912,1,24040,4,202,2,1,67,03,2,13533.44
2460835913,1,24040,4,202,2,1,42,08,3,14291.28
2460835914,1,24040,4,202,1,2,62,04,1,2845.63
2460835915,1,24040,4,202,2,1,41,04,3,13303.22
2460903006,1,24047,4,242,2,1,50,03,2,9908.969999999999
2460903007,1,24047,4,242,3,1,70,01,5,24882.88
2460903009,1,24047,4,242,2,1,41,01,7,17204.27
2460903010,1,24047,4,242,3,1,59,04,10,24717.42
2460903401,1,24047,4,242,1,1,70,01,1,7849.42
2460903402,1,24047,4,242,2,1,25,06,3,12016.82
2460903403,1,24047,4,242,2,1,53,04,4,11543.19
2460903404,1,24047,4,242,3,1,60,04,6,19588.54
2460903405,1,24047,4,242,1,2,53,03,1,13755.6
2460903421,1,24047,4,242,3,1,38,06,4,18637.49
2460903422,1,24047,4,242,2,1,65,04,3,27591.36
2460903423,1,24047,4,242,3,2,50,06,3,7504.18
2460903424,1,24047,4,242,2,1,54,03,3,19186.49
2460903425,1,24047,4,242,2,1,62,01,2,9139.610000000001
2460903611,1,24047,4,242,2,1,31,04,5,16207.68
2460903612,1,24047,4,242,2,1,66,04,2,14285.25
2460903613,1,24047,4,242,2,1,54,03,2,17021.3
2460903614,1,24047,4,242,2,2,32,06,4,32336.04
2460903615,1,24047,4,242,2,1,42,04,2,11262.29
2460903716,1,24047,4,242,2,1,38,04,3,32110.23
2460903717,1,24047,4,242,2,1,16,04,3,32293.80999999999
2460903718,1,24047,4,242,2,1,67,03,3,13784.73
2460903719,1,24047,4,242,2,1,46,04,5,30204.57
2460903719,2,24047,4,242,2,1,25,06,5,12239.98
2460903720,1,24047,4,242,2,1,34,04,3,11970.48
2460905201,1,24047,4,233,3,1,86,01,7,14144.55
2460905202,1,24047,4,233,2,1,48,04,3,16933.34
2460905203,1,24047,4,233,2,2,42,06,4,37963.09
2460905205,1,24047,4,233,2,1,53,03,2,7754.26
2460905219,1,24047,4,233,3,2,46,06,3,27705.75
2460905221,1,24047,4,233,2,2,81,03,2,11191.77
2460905222,1,24047,4,233,2,1,29,04,4,12084.47
2460905506,1,24047,4,233,2,1,72,03,3,25394.51
2460905508,1,24047,4,233,2,1,81,03,2,6943.42
2460905509,1,24047,4,233,1,1,43,04,1,26594.51
2460905510,1,24047,4,233,2,1,64,01,2,6298.86
2460905510,2,24047,4,233,2,2,33,06,4,12072.68
2460905915,1,24047,4,233,3,2,14,04,2,19427.28
2460905916,1,24047,4,233,2,1,41,06,7,35317.84
2460905917,1,24047,4,233,2,2,74,04,3,21940.16
2460905918,1,24047,4,233,2,1,62,03,2,28095.84
2460911011,1,24049,4,250,3,1,76,03,6,115907.42
2460911012,1,24049,4,250,2,1,42,04,4,23278.13
2460911013,1,24049,4,250,3,1,55,07,4,23078.37
2460911014,1,24049,4,250,3,1,54,04,3,22171.21
2460911014,2,24049,4,250,2,1,33,03,5,15957.63
2460911015,1,24049,4,250,3,2,68,05,2,29474.08
2460911405,1,24049,4,250,2,1,35,06,4,74732.02
2460911406,1,24049,4,250,3,1,58,03,6,15810.42
2460911407,1,24049,4,250,2,1,60,01,2,14856.92
2460911408,1,24049,4,250,2,1,65,03,2,14404.74
2460911409,1,24049,4,250,3,2,80,03,3,4493.440000000001
2460911421,1,24049,4,250,3,1,58,03,6,52791.03999999999
2460911422,1,24049,4,250,2,1,38,03,3,16055.9
2460911423,1,24049,4,250,2,1,41,04,5,21912.2
2460911424,1,24049,4,250,2,1,49,03,4,26327.63
2460911425,1,24049,4,250,2,1,42,06,5,40205.26000000001
2460911616,1,24049,4,250,2,1,60,03,2,8686.220000000001
2460911617,1,24049,4,250,2,1,58,06,12,144099.38
2460911619,1,24049,4,250,2,1,47,04,8,36304.78
2460911620,1,24049,4,250,2,1,38,04,6,14783.59
2460911801,1,24049,4,250,2,1,67,01,3,14906.53
2460911802,1,24049,4,250,2,1,65,01,2,18505.68
2460911803,1,24049,4,250,2,1,58,01,5,26458.96
2460911804,1,24049,4,250,3,1,62,03,4,22474.38
2460920207,1,24049,4,260,2,2,77,03,2,8917.029999999999
2460920208,1,24049,4,260,2,2,52,06,2,18500.44
2460920209,1,24049,4,260,2,2,32,06,3,21606.43
2460920210,1,24049,4,260,2,1,39,03,4,17256.46
2460920211,1,24049,4,260,2,2,33,06,3,17780.24
2460920212,1,24049,4,260,2,2,32,06,4,16288.53
2460920319,1,24049,4,260,2,1,38,03,5,22771.36
2460920320,1,24049,4,260,2,2,39,06,3,26516.6
2460920321,1,24049,4,260,3,1,67,03,7,31402.56
2460920322,1,24049,4,260,2,2,41,04,3,24929.86
2460920323,1,24049,4,260,2,1,48,03,3,30116.34
2460920324,1,24049,4,260,2,2,29,06,5,29756.45
2460920513,1,24049,4,260,2,1,47,04,4,8089.1
2460920514,1,24049,4,260,2,2,45,04,3,3937.79
2460920516,1,24049,4,260,2,1,36,06,3,16119.2
2460920517,1,24049,4,260,2,1,28,06,3,12016.82
2460920701,1,24049,4,260,2,1,77,03,3,19884.95
2460920702,1,24049,4,260,2,1,72,01,2,31526.73
2460920703,1,24049,4,260,2,1,32,06,4,16160.78
2460920704,1,24049,4,260,2,1,58,03,2,25312.3
2460920705,1,24049,4,260,3,1,48,05,6,21879.04
2460920706,1,24049,4,260,2,1,54,04,3,61687.64
2460923019,1,24050,4,295,2,2,21,06,4,24017.87
2460923020,1,24050,4,295,2,1,38,04,6,21012.24
2460923021,1,24050,4,295,2,1,64,01,3,41252.61
2460923022,1,24050,4,295,2,1,44,04,4,76459.94999999998
2460923024,1,24050,4,295,2,1,50,04,2,22892.86
2460923024,2,24050,4,295,2,1,22,06,3,15789.1
2460923413,1,24050,4,295,2,1,62,03,2,31069.39
2460923414,1,24050,4,295,2,1,40,03,6,53571.89999999999
2460923415,1,24050,4,295,2,1,51,04,3,52301.2
2460923416,1,24050,4,295,2,1,35,06,5,27321.45
2460923417,1,24050,4,295,1,1,62,03,1,23936.06
2460923418,1,24050,4,295,2,1,33,03,5,28797.02
2460923807,1,24050,4,295,2,1,42,03,4,8252.43
2460923808,1,24050,4,295,2,1,34,04,6,62781.54
2460923809,1,24050,4,295,3,1,53,03,4,25374.57
